shipment_id,delivery_id,delivery_partner,package_type,vehicle_type,delivery_mode,region,origin_warehouse_id,weather_condition,delayed,distance_km,package_weight_kg,departure_date,expected_delivery_date,actual_delivery_date,carrier_sla_met,delivery_status,delivery_rating,delivery_cost
SHP-10131,250.99,shadowfax,furniture,van,standard,north,WH_DELHI_N,foggy,no,284.1,14.35,2024-08-10 06:00:00,2024-08-10 14:18:36,2024-08-10 15:33:00,1,delivered,4,1463.55
SHP-10132,250.99,fedex,clothing,truck,same day,north,WH_DELHI_N,cold,yes,287.0,8.21,2024-08-11 09:00:00,2024-08-11 17:22:48,2024-08-12 16:24:00,0,failed,1,1559.63
SHP-10133,250.99,delhivery,electronics,van,two day,north,WH_DELHI_N,foggy,no,50.5,31.28,2024-08-12 12:00:00,2024-08-12 15:07:12,2024-08-12 17:06:00,1,delivered,4,346.34
SHP-10134,250.99,shadowfax,groceries,van,two day,west,WH_MUMBAI_W,foggy,no,203.3,7.5,2024-08-13 15:00:00,2024-08-13 21:31:12,2024-08-13 21:07:48,1,delivered,4,1039.0
SHP-10135,250.99,amazon logistics,fragile items,truck,same day,west,WH_MUMBAI_W,hot,no,127.8,20.03,2024-08-14 18:00:00,2024-08-14 22:50:24,2024-08-14 22:58:48,1,delivered,3,799.09
SHP-10136,250.99,ekart,groceries,scooter,two day,east,WH_KOLKATA_E,cold,no,45.8,27.22,2024-08-15 21:00:00,2024-08-16 00:01:12,2024-08-16 01:48:00,1,delivered,5,310.66
SHP-10137,250.99,shadowfax,groceries,ev bike,same day,west,WH_MUMBAI_W,hot,no,8.7,33.93,2024-08-16 00:00:00,2024-08-16 02:11:24,2024-08-16 03:21:36,1,delivered,5,245.29
SHP-10138,250.99,delhivery,automobile parts,ev van,standard,north,WH_DELHI_N,rainy,no,152.8,48.37,2024-08-17 03:00:00,2024-08-17 08:24:00,2024-08-17 07:32:24,1,delivered,4,909.11
SHP-10139,250.99,dhl,automobile parts,ev van,same day,south,WH_BLR_S,rainy,no,29.0,40.89,2024-08-18 06:00:00,2024-08-18 08:38:24,2024-08-18 09:59:24,1,delivered,4,367.67
SHP-10140,250.99,dhl,furniture,scooter,standard,north,WH_DELHI_N,clear,no,281.6,19.81,2024-08-19 09:00:00,2024-08-19 17:15:36,2024-08-19 18:44:24,1,delivered,3,1467.43
SHP-10141,250.99,ecom express,electronics,van,same day,east,WH_KOLKATA_E,stormy,yes,75.7,41.47,2024-08-20 12:00:00,2024-08-20 15:40:48,2024-08-21 13:19:48,0,delayed,2,602.91
SHP-10142,250.99,blue dart,cosmetics,scooter,standard,north,WH_DELHI_N,cold,no,132.5,14.18,2024-08-21 15:00:00,2024-08-21 19:56:24,2024-08-21 21:25:12,1,delivered,4,705.04
SHP-10143,250.99,ekart,cosmetics,truck,standard,west,WH_MUMBAI_W,rainy,no,218.2,34.0,2024-08-22 18:00:00,2024-08-23 00:51:00,2024-08-23 00:24:36,1,delivered,5,1193.0
SHP-10144,250.99,dhl,automobile parts,scooter,express,east,WH_KOLKATA_E,rainy,yes,152.8,10.46,2024-08-23 21:00:00,2024-08-24 02:24:00,2024-08-24 19:30:36,0,delayed,2,845.38
SHP-10145,250.99,ecom express,automobile parts,van,same day,west,WH_MUMBAI_W,cold,no,113.8,21.95,2024-08-24 00:00:00,2024-08-24 04:31:48,2024-08-24 06:15:00,1,delivered,3,734.85
SHP-10146,250.99,amazon logistics,pharmacy,bike,standard,east,WH_KOLKATA_E,clear,no,189.3,30.78,2024-08-25 03:00:00,2024-08-25 09:12:36,2024-08-25 09:09:36,1,delivered,5,1038.84
SHP-10147,250.99,delhivery,electronics,truck,two day,north,WH_DELHI_N,rainy,no,60.1,40.63,2024-08-26 06:00:00,2024-08-26 09:20:24,2024-08-26 10:06:00,1,delivered,3,422.39
SHP-10148,250.99,ekart,documents,truck,same day,south,WH_BLR_S,foggy,no,147.7,46.57,2024-08-27 09:00:00,2024-08-27 14:16:48,2024-08-27 15:19:48,1,delivered,4,978.21
SHP-10149,250.99,amazon logistics,cosmetics,truck,two day,north,WH_DELHI_N,cold,no,289.0,48.99,2024-08-28 12:00:00,2024-08-28 20:25:12,2024-08-28 20:46:48,1,delivered,4,1591.97
SHP-10150,250.99,delhivery,pharmacy,van,express,north,WH_DELHI_N,cold,yes,235.6,42.35,2024-08-29 15:00:00,2024-08-29 22:14:24,2024-08-30 21:34:12,0,delayed,3,1355.05
SHP-10151,250.99,amazon logistics,groceries,ev bike,same day,central,WH_NAGPUR_C,cold,no,101.1,9.76,2024-08-30 18:00:00,2024-08-30 22:15:00,2024-08-30 23:07:12,1,delivered,4,634.78
SHP-10152,250.99,ekart,groceries,truck,two day,central,WH_NAGPUR_C,cold,no,273.9,42.56,2024-08-31 21:00:00,2024-09-01 05:05:24,2024-09-01 05:42:36,1,delivered,3,1497.18
SHP-10153,250.99,ecom express,cosmetics,scooter,standard,north,WH_DELHI_N,clear,no,262.6,29.36,2024-09-01 00:00:00,2024-09-01 07:50:24,2024-09-01 08:09:00,1,delivered,4,1401.08
SHP-10154,250.99,ekart,groceries,van,two day,east,WH_KOLKATA_E,clear,no,82.2,18.81,2024-09-02 03:00:00,2024-09-02 06:49:48,2024-09-02 07:33:36,1,delivered,3,467.43
SHP-10155,250.99,dhl,clothing,truck,same day,south,WH_BLR_S,cold,no,280.3,15.29,2024-09-03 06:00:00,2024-09-03 14:13:48,2024-09-03 14:17:24,1,delivered,4,1547.37
SHP-10156,250.99,shadowfax,automobile parts,bike,same day,east,WH_KOLKATA_E,foggy,yes,146.1,36.12,2024-09-04 09:00:00,2024-09-04 14:15:00,2024-09-05 05:59:24,0,delayed,2,938.86
SHP-10157,250.99,blue dart,groceries,van,same day,west,WH_MUMBAI_W,clear,yes,279.9,21.63,2024-09-05 12:00:00,2024-09-05 20:13:12,2024-09-06 05:32:24,0,failed,2,1564.39
SHP-10158,250.99,shadowfax,documents,ev van,same day,south,WH_BLR_S,stormy,yes,165.4,43.2,2024-09-06 15:00:00,2024-09-06 20:40:48,2024-09-07 11:04:12,0,delayed,2,1056.6
SHP-10159,250.99,fedex,electronics,van,two day,central,WH_NAGPUR_C,cold,no,29.9,47.31,2024-09-07 18:00:00,2024-09-07 20:39:36,2024-09-07 20:39:36,1,delivered,3,291.43
SHP-10160,250.99,amazon logistics,furniture,truck,standard,north,WH_DELHI_N,hot,no,42.6,44.55,2024-09-08 21:00:00,2024-09-08 23:57:00,2024-09-09 01:08:24,1,delivered,4,346.65
SHP-10161,250.99,ecom express,automobile parts,ev bike,standard,east,WH_KOLKATA_E,foggy,no,149.9,23.31,2024-09-09 00:00:00,2024-09-09 05:19:48,2024-09-09 06:24:36,1,delivered,4,819.43
SHP-10162,250.99,shadowfax,clothing,scooter,standard,west,WH_MUMBAI_W,rainy,no,8.4,44.16,2024-09-10 03:00:00,2024-09-10 05:11:24,2024-09-10 04:41:24,1,delivered,4,174.48
SHP-10163,250.99,dhl,documents,ev bike,two day,east,WH_KOLKATA_E,hot,no,230.8,30.01,2024-09-11 06:00:00,2024-09-11 13:07:48,2024-09-11 14:45:36,1,delivered,4,1244.03
SHP-10164,250.99,dhl,clothing,bike,express,west,WH_MUMBAI_W,clear,no,93.0,9.37,2024-09-12 09:00:00,2024-09-12 13:04:12,2024-09-12 13:33:00,1,delivered,4,543.11
SHP-10165,250.99,dhl,electronics,van,two day,west,WH_MUMBAI_W,clear,no,10.4,4.59,2024-09-13 12:00:00,2024-09-13 14:13:48,2024-09-13 15:27:36,1,delivered,4,95.6674
SHP-10166,250.99,amazon logistics,pharmacy,truck,two day,north,WH_DELHI_N,hot,no,194.9,2.42,2024-09-14 15:00:00,2024-09-14 21:19:48,2024-09-14 22:03:00,1,delivered,4,981.76
SHP-10167,250.99,ekart,documents,scooter,express,west,WH_MUMBAI_W,rainy,yes,182.1,2.26,2024-09-15 18:00:00,2024-09-16 00:03:00,2024-09-16 21:34:48,0,delayed,2,967.28
SHP-10168,250.99,blue dart,cosmetics,ev bike,standard,south,WH_BLR_S,clear,no,38.8,40.89,2024-09-16 21:00:00,2024-09-16 23:51:36,2024-09-17 00:58:48,1,delivered,4,316.67
SHP-10169,250.99,dhl,groceries,bike,two day,north,WH_DELHI_N,cold,no,55.2,6.78,2024-09-17 00:00:00,2024-09-17 03:13:48,2024-09-17 04:33:36,1,delivered,3,296.34
SHP-10170,250.99,delhivery,pharmacy,truck,express,east,WH_KOLKATA_E,stormy,yes,223.3,44.36,2024-09-18 03:00:00,2024-09-18 09:57:36,2024-09-18 19:04:12,0,failed,1,1299.58
SHP-10171,250.99,delhivery,electronics,truck,express,west,WH_MUMBAI_W,hot,no,46.2,14.83,2024-09-19 06:00:00,2024-09-19 09:01:48,2024-09-19 10:10:12,1,delivered,5,325.49
SHP-10172,250.99,delhivery,documents,ev bike,two day,south,WH_BLR_S,hot,no,3.6,49.52,2024-09-20 09:00:00,2024-09-20 11:04:48,2024-09-20 11:33:36,1,delivered,5,163.39
SHP-10173,250.99,xpressbees,groceries,scooter,express,north,WH_DELHI_N,hot,no,297.1,22.0,2024-09-21 12:00:00,2024-09-21 20:36:00,2024-09-21 21:52:12,1,delivered,5,1615.5
SHP-10174,250.99,xpressbees,electronics,bike,express,central,WH_NAGPUR_C,hot,no,87.8,7.72,2024-09-22 15:00:00,2024-09-22 18:57:00,2024-09-22 18:15:36,1,delivered,5,512.16
SHP-10175,250.99,xpressbees,groceries,truck,express,central,WH_NAGPUR_C,hot,yes,267.4,11.53,2024-09-23 18:00:00,2024-09-24 01:56:24,2024-09-24 15:22:12,0,delayed,2,1421.59
SHP-10176,250.99,fedex,furniture,ev van,two day,east,WH_KOLKATA_E,stormy,no,124.8,10.84,2024-09-24 21:00:00,2024-09-25 01:46:12,2024-09-25 02:08:24,1,delivered,4,656.52
SHP-10177,250.99,xpressbees,groceries,ev bike,express,south,WH_BLR_S,clear,no,288.9,8.3,2024-09-25 00:00:00,2024-09-25 08:25:12,2024-09-25 09:13:48,1,delivered,4,1519.4
SHP-10178,250.99,blue dart,furniture,scooter,two day,central,WH_NAGPUR_C,hot,no,129.5,39.84,2024-09-26 03:00:00,2024-09-26 07:52:48,2024-09-26 08:22:48,1,delivered,4,767.02
SHP-10179,250.99,ecom express,fragile items,van,same day,south,WH_BLR_S,foggy,yes,225.0,7.32,2024-09-27 06:00:00,2024-09-27 13:00:00,2024-09-28 04:22:12,0,delayed,3,1246.96
SHP-10180,250.99,fedex,cosmetics,scooter,standard,south,WH_BLR_S,stormy,no,289.7,24.36,2024-09-28 09:00:00,2024-09-28 17:26:24,2024-09-28 17:39:36,1,delivered,5,1521.58
SHP-10181,250.99,ecom express,electronics,ev bike,standard,south,WH_BLR_S,rainy,no,85.4,41.07,2024-07-01 12:00:00,2024-07-01 15:54:00,2024-07-01 17:12:36,1,delivered,4,550.21
SHP-10182,250.99,blue dart,pharmacy,truck,same day,east,WH_KOLKATA_E,hot,no,9.9,30.24,2024-07-02 15:00:00,2024-07-02 17:13:12,2024-07-02 16:15:36,1,delivered,3,240.22
SHP-10183,250.99,fedex,automobile parts,van,standard,west,WH_MUMBAI_W,hot,no,135.1,37.59,2024-07-03 18:00:00,2024-07-03 23:00:00,2024-07-03 23:48:00,1,delivered,5,788.27
SHP-10184,250.99,xpressbees,fragile items,bike,standard,south,WH_BLR_S,stormy,no,228.6,5.64,2024-07-04 21:00:00,2024-07-05 04:04:48,2024-07-05 04:46:48,1,delivered,4,1159.92
SHP-10185,250.99,fedex,documents,truck,express,north,WH_DELHI_N,rainy,yes,169.6,41.44,2024-07-05 00:00:00,2024-07-05 05:46:12,2024-07-05 23:42:00,0,delayed,3,1022.32
SHP-10186,250.99,fedex,fragile items,van,express,central,WH_NAGPUR_C,foggy,yes,250.7,29.97,2024-07-06 03:00:00,2024-07-06 10:34:12,2024-07-07 11:18:36,0,failed,2,1393.41
SHP-10187,250.99,blue dart,fragile items,bike,two day,north,WH_DELHI_N,rainy,no,80.7,0.67,2024-07-07 06:00:00,2024-07-07 09:47:24,2024-07-07 09:49:12,1,delivered,4,404.76
SHP-10188,250.99,dhl,groceries,scooter,two day,east,WH_KOLKATA_E,stormy,no,21.3,41.19,2024-07-08 09:00:00,2024-07-08 11:28:12,2024-07-08 11:09:36,1,delivered,3,230.07
SHP-10189,250.99,ekart,fragile items,ev bike,two day,north,WH_DELHI_N,clear,no,67.1,32.91,2024-07-09 12:00:00,2024-07-09 15:29:24,2024-07-09 15:45:36,1,delivered,4,434.23
SHP-10190,250.99,ekart,pharmacy,ev bike,standard,west,WH_MUMBAI_W,foggy,no,69.4,0.99,2024-07-10 15:00:00,2024-07-10 18:32:24,2024-07-10 18:24:36,1,delivered,3,349.97
SHP-10191,250.99,xpressbees,cosmetics,van,two day,south,WH_BLR_S,cold,no,101.2,39.37,2024-07-11 18:00:00,2024-07-11 22:15:00,2024-07-11 23:05:24,1,delivered,5,624.11
SHP-10192,250.99,shadowfax,cosmetics,ev bike,two day,north,WH_DELHI_N,rainy,no,94.2,49.37,2024-07-12 21:00:00,2024-07-13 01:05:24,2024-07-13 02:49:48,1,delivered,4,619.11
SHP-10193,250.99,shadowfax,fragile items,ev bike,same day,north,WH_DELHI_N,foggy,no,71.0,32.56,2024-07-13 00:00:00,2024-07-13 03:34:48,2024-07-13 03:00:00,1,delivered,3,552.68
SHP-10194,250.99,dhl,automobile parts,truck,two day,east,WH_KOLKATA_E,foggy,no,37.4,42.36,2024-07-14 03:00:00,2024-07-14 05:49:48,2024-07-14 05:07:48,1,delivered,4,314.08
SHP-10195,250.99,ecom express,fragile items,scooter,two day,north,WH_DELHI_N,cold,no,157.0,43.03,2024-07-15 06:00:00,2024-07-15 11:29:24,2024-07-15 11:15:36,1,delivered,4,914.09
SHP-10196,250.99,delhivery,groceries,van,same day,east,WH_KOLKATA_E,cold,no,213.7,49.52,2024-07-16 09:00:00,2024-07-16 15:45:00,2024-07-16 16:55:48,1,delivered,5,1317.81
SHP-10197,250.99,dhl,pharmacy,ev bike,express,central,WH_NAGPUR_C,cold,yes,272.6,12.84,2024-07-17 12:00:00,2024-07-17 20:03:36,2024-07-18 04:40:48,0,delayed,2,1451.52
SHP-10198,250.99,blue dart,pharmacy,scooter,express,south,WH_BLR_S,stormy,yes,83.5,24.02,2024-07-18 15:00:00,2024-07-18 18:51:36,2024-07-19 16:49:48,0,delayed,2,539.56
SHP-10199,250.99,dhl,fragile items,truck,express,central,WH_NAGPUR_C,foggy,no,198.5,20.1,2024-07-19 18:00:00,2024-07-20 00:24:36,2024-07-19 23:28:48,1,delivered,5,1102.8
SHP-10200,250.99,ecom express,groceries,ev bike,express,west,WH_MUMBAI_W,hot,yes,158.7,35.06,2024-07-20 21:00:00,2024-07-21 02:31:48,2024-07-21 23:21:36,0,failed,2,948.68
SHP-10201,250.99,dhl,documents,truck,same day,north,WH_DELHI_N,clear,no,265.3,31.8,2024-07-21 00:00:00,2024-07-21 07:54:00,2024-07-21 08:01:12,1,delivered,5,1521.9
SHP-10202,250.99,ecom express,cosmetics,truck,express,east,WH_KOLKATA_E,stormy,yes,208.8,22.83,2024-07-22 03:00:00,2024-07-22 09:38:24,2024-07-22 16:14:24,0,delayed,2,1162.49
SHP-10203,250.99,fedex,automobile parts,scooter,express,east,WH_KOLKATA_E,rainy,yes,55.7,46.5,2024-07-23 06:00:00,2024-07-23 09:14:24,2024-07-24 05:40:48,0,failed,1,468.0
SHP-10204,250.99,xpressbees,automobile parts,van,standard,east,WH_KOLKATA_E,foggy,no,80.6,45.16,2024-07-24 09:00:00,2024-07-24 12:47:24,2024-07-24 14:31:12,1,delivered,3,538.48
SHP-10205,250.99,fedex,clothing,bike,same day,east,WH_KOLKATA_E,stormy,yes,187.7,6.69,2024-07-25 12:00:00,2024-07-25 18:10:12,2024-07-26 03:47:24,0,delayed,3,1058.57
SHP-10206,250.99,ekart,automobile parts,bike,standard,south,WH_BLR_S,foggy,no,225.6,22.83,2024-07-26 15:00:00,2024-07-26 22:00:36,2024-07-26 21:30:36,1,delivered,5,1196.49
SHP-10207,250.99,xpressbees,fragile items,truck,express,east,WH_KOLKATA_E,rainy,yes,24.5,0.67,2024-07-27 18:00:00,2024-07-27 20:32:24,2024-07-28 17:10:48,0,delayed,2,174.12
SHP-10208,250.99,ecom express,clothing,scooter,standard,west,WH_MUMBAI_W,rainy,no,194.3,29.51,2024-07-28 21:00:00,2024-07-29 03:19:12,2024-07-29 03:18:36,1,delivered,4,1060.03
SHP-10209,250.99,ekart,electronics,van,express,central,WH_NAGPUR_C,foggy,yes,52.0,43.18,2024-07-29 00:00:00,2024-07-29 03:09:36,2024-07-29 13:10:48,0,delayed,3,439.54
SHP-10210,250.99,amazon logistics,clothing,van,same day,north,WH_DELHI_N,clear,yes,282.9,31.33,2024-07-30 03:00:00,2024-07-30 11:17:24,2024-07-31 00:56:24,0,delayed,2,1608.49
SHP-10211,250.99,ekart,automobile parts,van,same day,north,WH_DELHI_N,cold,yes,289.2,16.14,2024-07-31 06:00:00,2024-07-31 14:25:48,2024-08-01 01:21:36,0,failed,1,1594.42
SHP-10212,250.99,xpressbees,cosmetics,ev bike,standard,east,WH_KOLKATA_E,cold,no,257.9,45.92,2024-08-01 09:00:00,2024-08-01 16:43:48,2024-08-01 18:05:24,1,delivered,3,1427.26
SHP-10213,250.99,amazon logistics,pharmacy,van,same day,east,WH_KOLKATA_E,hot,yes,258.3,42.79,2024-08-02 12:00:00,2024-08-02 19:44:24,2024-08-03 04:36:36,0,delayed,2,1519.87
SHP-10214,250.99,fedex,pharmacy,ev van,express,central,WH_NAGPUR_C,rainy,yes,288.4,44.12,2024-08-03 15:00:00,2024-08-03 23:24:36,2024-08-04 21:12:00,0,delayed,2,1624.36
SHP-10215,250.99,xpressbees,groceries,van,express,east,WH_KOLKATA_E,hot,no,86.5,37.04,2024-08-04 18:00:00,2024-08-04 21:55:12,2024-08-04 23:41:24,1,delivered,4,593.62
SHP-10216,250.99,ekart,automobile parts,ev van,same day,south,WH_BLR_S,stormy,yes,157.3,4.51,2024-08-05 21:00:00,2024-08-06 02:30:00,2024-08-06 17:33:00,0,delayed,2,900.03
SHP-10217,250.99,delhivery,clothing,ev van,standard,central,WH_NAGPUR_C,rainy,no,41.0,29.25,2024-08-06 00:00:00,2024-08-06 02:54:36,2024-08-06 04:40:12,1,delivered,5,292.75
SHP-10218,250.99,delhivery,documents,van,standard,central,WH_NAGPUR_C,foggy,no,137.4,27.87,2024-08-07 03:00:00,2024-08-07 08:03:00,2024-08-07 08:48:36,1,delivered,3,770.61
SHP-10219,250.99,fedex,clothing,ev bike,standard,north,WH_DELHI_N,clear,no,32.3,46.58,2024-08-08 06:00:00,2024-08-08 08:43:12,2024-08-08 07:49:12,1,delivered,4,301.24
SHP-10220,250.99,ecom express,fragile items,van,express,central,WH_NAGPUR_C,clear,yes,207.8,40.12,2024-08-09 09:00:00,2024-08-09 15:37:12,2024-08-10 03:49:12,0,delayed,2,1209.36
SHP-10221,250.99,blue dart,furniture,ev van,standard,south,WH_BLR_S,foggy,no,23.6,12.4,2024-08-10 12:00:00,2024-08-10 14:31:12,2024-08-10 15:15:36,1,delivered,4,155.2
SHP-10222,250.99,fedex,cosmetics,ev bike,standard,south,WH_BLR_S,clear,no,258.0,37.92,2024-08-11 15:00:00,2024-08-11 22:43:48,2024-08-11 22:13:48,1,delivered,4,1403.76
SHP-10223,250.99,xpressbees,automobile parts,van,same day,north,WH_DELHI_N,cold,no,255.6,18.93,2024-08-12 18:00:00,2024-08-13 01:40:48,2024-08-13 00:46:48,1,delivered,5,1434.79
SHP-10224,250.99,blue dart,clothing,scooter,standard,north,WH_DELHI_N,cold,no,289.7,19.13,2024-08-13 21:00:00,2024-08-14 05:26:24,2024-08-14 05:22:12,1,delivered,5,1505.89
SHP-10225,250.99,xpressbees,automobile parts,ev van,express,north,WH_DELHI_N,rainy,yes,9.1,45.65,2024-08-14 00:00:00,2024-08-14 02:12:00,2024-08-14 14:32:24,0,delayed,3,232.45
SHP-10226,250.99,ekart,clothing,truck,standard,west,WH_MUMBAI_W,foggy,no,245.8,4.19,2024-08-15 03:00:00,2024-08-15 10:27:36,2024-08-15 10:07:12,1,delivered,5,1241.57
SHP-10227,250.99,amazon logistics,cosmetics,ev bike,two day,central,WH_NAGPUR_C,hot,no,88.6,8.67,2024-08-16 06:00:00,2024-08-16 09:58:12,2024-08-16 09:36:36,1,delivered,3,469.01
SHP-10228,250.99,shadowfax,cosmetics,ev bike,standard,central,WH_NAGPUR_C,rainy,no,59.6,20.84,2024-08-17 09:00:00,2024-08-17 12:19:12,2024-08-17 12:52:12,1,delivered,4,360.52
SHP-10229,250.99,fedex,fragile items,bike,express,east,WH_KOLKATA_E,hot,no,225.4,22.3,2024-08-18 12:00:00,2024-08-18 19:00:36,2024-08-18 20:56:24,1,delivered,5,1243.9
SHP-10230,250.99,blue dart,clothing,scooter,express,south,WH_BLR_S,clear,yes,36.9,45.45,2024-08-19 15:00:00,2024-08-19 17:49:12,2024-08-20 10:13:48,0,delayed,3,370.85
SHP-10231,250.99,fedex,automobile parts,ev van,same day,central,WH_NAGPUR_C,stormy,yes,262.9,31.73,2024-08-20 18:00:00,2024-08-21 01:50:24,2024-08-21 19:03:36,0,delayed,2,1509.69
SHP-10232,250.99,amazon logistics,fragile items,scooter,standard,central,WH_NAGPUR_C,clear,no,262.7,28.7,2024-08-21 21:00:00,2024-08-22 04:50:24,2024-08-22 04:23:24,1,delivered,5,1399.6
SHP-10233,250.99,delhivery,electronics,ev van,two day,east,WH_KOLKATA_E,hot,no,167.2,35.91,2024-08-22 00:00:00,2024-08-22 05:43:12,2024-08-22 05:36:36,1,delivered,3,943.73
SHP-10234,250.99,xpressbees,pharmacy,van,express,south,WH_BLR_S,hot,no,127.4,3.49,2024-08-23 03:00:00,2024-08-23 07:49:48,2024-08-23 07:45:36,1,delivered,3,697.47
SHP-10235,250.99,fedex,fragile items,ev van,standard,central,WH_NAGPUR_C,foggy,no,267.0,26.49,2024-08-24 06:00:00,2024-08-24 13:55:48,2024-08-24 14:07:48,1,delivered,3,1414.47
SHP-10236,250.99,xpressbees,furniture,truck,same day,south,WH_BLR_S,cold,no,214.0,34.34,2024-08-25 09:00:00,2024-08-25 15:45:36,2024-08-25 16:02:24,1,delivered,4,1273.02
SHP-10237,250.99,shadowfax,groceries,bike,same day,east,WH_KOLKATA_E,stormy,no,10.6,42.68,2024-08-26 12:00:00,2024-08-26 14:14:24,2024-08-26 15:37:48,1,delivered,5,281.04
SHP-10238,250.99,dhl,documents,scooter,same day,central,WH_NAGPUR_C,rainy,no,124.2,1.02,2024-08-27 15:00:00,2024-08-27 19:45:36,2024-08-27 19:48:36,1,delivered,5,724.06
SHP-10239,250.99,ekart,furniture,ev van,two day,north,WH_DELHI_N,stormy,no,129.5,13.38,2024-08-28 18:00:00,2024-08-28 22:52:48,2024-08-28 23:16:48,1,delivered,4,687.64
SHP-10240,250.99,shadowfax,automobile parts,scooter,express,south,WH_BLR_S,foggy,yes,257.0,10.83,2024-08-29 21:00:00,2024-08-30 04:42:36,2024-08-30 18:23:24,0,delayed,2,1367.49
SHP-10241,250.99,blue dart,pharmacy,scooter,two day,south,WH_BLR_S,hot,no,264.9,43.16,2024-08-30 00:00:00,2024-08-30 07:53:24,2024-08-30 09:24:00,1,delivered,5,1453.98
SHP-10242,250.99,shadowfax,cosmetics,bike,two day,west,WH_MUMBAI_W,stormy,no,163.5,19.83,2024-08-31 03:00:00,2024-08-31 08:37:48,2024-08-31 09:24:00,1,delivered,5,876.99
SHP-10243,250.99,delhivery,fragile items,truck,same day,north,WH_DELHI_N,hot,no,34.6,47.42,2024-09-01 06:00:00,2024-09-01 08:46:12,2024-09-01 08:39:00,1,delivered,4,415.26
SHP-10244,250.99,shadowfax,fragile items,ev bike,two day,north,WH_DELHI_N,rainy,no,183.1,38.15,2024-09-02 09:00:00,2024-09-02 15:04:12,2024-09-02 16:12:36,1,delivered,4,1029.95
SHP-10245,250.99,shadowfax,groceries,ev van,standard,south,WH_BLR_S,clear,no,138.7,43.15,2024-09-03 12:00:00,2024-09-03 17:04:48,2024-09-03 17:40:12,1,delivered,5,822.95
SHP-10246,250.99,delhivery,cosmetics,ev van,same day,south,WH_BLR_S,foggy,no,127.5,41.92,2024-09-04 15:00:00,2024-09-04 19:49:48,2024-09-04 20:26:24,1,delivered,5,863.26
SHP-10247,250.99,xpressbees,documents,ev van,standard,west,WH_MUMBAI_W,clear,no,295.3,8.06,2024-09-05 18:00:00,2024-09-06 02:33:36,2024-09-06 03:00:36,1,delivered,4,1500.68
SHP-10248,250.99,dhl,pharmacy,ev van,express,central,WH_NAGPUR_C,foggy,yes,297.1,2.64,2024-09-06 21:00:00,2024-09-07 05:36:00,2024-09-08 01:52:12,0,delayed,3,1551.92
SHP-10249,250.99,amazon logistics,documents,truck,same day,east,WH_KOLKATA_E,foggy,yes,123.5,29.37,2024-09-07 00:00:00,2024-09-07 04:44:24,2024-09-07 16:04:12,0,delayed,2,805.61
SHP-10250,250.99,delhivery,automobile parts,ev bike,standard,south,WH_BLR_S,stormy,no,280.4,3.78,2024-09-08 03:00:00,2024-09-08 11:13:48,2024-09-08 10:27:36,1,delivered,4,1413.34
SHP-10251,251.0,blue dart,cosmetics,truck,express,west,WH_MUMBAI_W,hot,yes,74.1,28.64,2024-09-09 06:00:00,2024-09-09 09:39:00,2024-09-09 21:48:36,0,failed,1,506.42
SHP-10252,252.0,fedex,pharmacy,bike,express,west,WH_MUMBAI_W,cold,no,58.9,11.97,2024-09-10 09:00:00,2024-09-10 12:18:36,2024-09-10 14:00:00,1,delivered,3,380.41
SHP-10253,253.0,blue dart,furniture,bike,standard,north,WH_DELHI_N,clear,no,197.4,47.42,2024-09-11 12:00:00,2024-09-11 18:23:24,2024-09-11 18:58:12,1,delivered,5,1129.26
SHP-10254,254.0,ekart,furniture,bike,same day,central,WH_NAGPUR_C,foggy,no,150.6,22.4,2024-09-12 15:00:00,2024-09-12 20:21:00,2024-09-12 21:45:00,1,delivered,4,920.2
SHP-10255,255.0,shadowfax,fragile items,van,two day,east,WH_KOLKATA_E,hot,no,224.0,31.45,2024-09-13 18:00:00,2024-09-14 00:58:48,2024-09-14 02:54:36,1,delivered,3,1214.35
SHP-10256,256.0,blue dart,documents,van,two day,west,WH_MUMBAI_W,rainy,no,33.9,29.91,2024-09-14 21:00:00,2024-09-14 23:45:00,2024-09-15 01:16:12,1,delivered,5,259.23
SHP-10257,257.0,xpressbees,fragile items,truck,two day,north,WH_DELHI_N,cold,no,145.2,46.17,2024-09-15 00:00:00,2024-09-15 05:13:48,2024-09-15 06:49:48,1,delivered,3,864.51
SHP-10258,258.0,delhivery,documents,truck,two day,central,WH_NAGPUR_C,stormy,no,204.9,41.15,2024-09-16 03:00:00,2024-09-16 09:33:00,2024-09-16 09:46:48,1,delivered,4,1147.95
SHP-10259,259.0,blue dart,clothing,van,standard,central,WH_NAGPUR_C,foggy,no,150.8,39.64,2024-09-17 06:00:00,2024-09-17 11:21:00,2024-09-17 12:00:36,1,delivered,3,872.92
SHP-10260,260.0,shadowfax,cosmetics,ev bike,standard,central,WH_NAGPUR_C,clear,no,86.6,16.17,2024-09-18 09:00:00,2024-09-18 12:55:12,2024-09-18 12:41:24,1,delivered,5,481.51
SHP-10261,261.0,amazon logistics,cosmetics,ev van,standard,east,WH_KOLKATA_E,stormy,no,150.7,17.56,2024-09-19 12:00:00,2024-09-19 17:21:00,2024-09-19 16:56:24,1,delivered,4,806.18
SHP-10262,262.0,blue dart,groceries,scooter,two day,north,WH_DELHI_N,clear,no,176.0,18.92,2024-09-20 15:00:00,2024-09-20 20:54:36,2024-09-20 21:25:48,1,delivered,4,936.76
